Speed (without acceleration),Angle speed,First ticks per step,Ticks per Step,Steps per Second,Max angle before gravity,Max angle before reset
4383,1926,,9.00,3.33,46705,112582
4384,1927,,9.00,3.33,46725,112626
4385,1928,,9.00,3.33,46745,112670
4386,1929,,9.00,3.33,46765,112714
4387,1930,,9.00,3.33,46785,112758
4388,1931,,9.00,3.33,46805,112802
4389,1932,,9.00,3.33,46825,112846
4390,1933,,9.00,3.33,46845,112890
4391,1934,,9.00,3.33,46865,112934
4392,1935,,9.00,3.33,46885,112978
4393,1936,,9.00,3.33,46905,113022
4394,1937,,9.00,3.33,46925,113066
4395,1938,,9.00,3.33,46945,113110
4396,1939,,9.00,3.33,46965,113154
4397,1940,,9.00,3.33,46985,113198
4398,1941,,9.00,3.33,47005,113242
4399,1942,,9.00,3.33,47025,113286
4400,1943,,9.00,3.33,47045,113330
4401,1944,,9.00,3.33,47065,113374
4402,1945,,9.00,3.33,47085,113418
4403,1946,,9.00,3.33,47105,113462
4404,1947,,9.00,3.33,47125,113506
4405,1948,,9.00,3.33,47145,113550
4406,1949,,9.00,3.33,47165,113594
4407,1950,,9.00,3.33,47185,113638
4408,1951,,9.00,3.33,47205,113682
4409,1952,,9.00,3.33,47225,113726
4410,1953,,9.00,3.33,47245,113770
4411,1954,,9.00,3.33,47265,113814
4412,1955,,9.00,3.33,47285,113858
4413,1956,,9.00,3.33,47305,113902
4414,1957,,9.00,3.33,47325,113946
4415,1958,,9.00,3.33,47345,113990
4416,1959,,9.00,3.33,47365,114034
4417,1960,,9.00,3.33,47385,114078
4418,1961,,9.00,3.33,47405,114122
4419,1962,,9.00,3.33,47425,114166
4420,1963,,9.00,3.33,47445,114210
4421,1964,,9.00,3.33,47465,114254
4422,1965,,9.00,3.33,47485,114298
4423,1966,,9.00,3.33,47505,114342
4424,1967,,9.00,3.33,47525,114386
4425,1968,,9.00,3.33,47545,114430
4426,1969,,9.00,3.33,47565,114474
4427,1970,,9.00,3.33,47585,114518
4428,1971,,9.00,3.33,47605,114562
4429,1972,,9.00,3.33,47625,114606
4430,1973,,9.00,3.33,47645,114650
4431,1974,,9.00,3.33,47665,114694
4432,1975,,9.00,3.33,47685,114738
4433,1976,,9.00,3.33,47705,114782
4434,1977,,9.00,3.33,47725,114826
4435,1978,,9.00,3.33,47745,114870
4436,1979,,9.00,3.33,47765,114914
4437,1980,,9.00,3.33,47785,114958
4438,1981,,9.00,3.33,47805,115002
4439,1982,,9.00,3.33,47825,115046
4440,1983,,9.00,3.33,47845,115090
4441,1984,,9.00,3.33,47865,115134
4442,1985,,9.00,3.33,47885,115178
4443,1986,,9.00,3.33,47905,115222
4444,1987,,9.00,3.33,47925,115266
4445,1988,,9.00,3.33,47945,115310
4446,1989,,9.00,3.33,47965,115354
4447,1990,,9.00,3.33,47985,115398
4448,1991,,9.00,3.33,48005,115442
4449,1992,,9.00,3.33,48025,115486
4450,1993,,9.00,3.33,48045,115530
4451,1994,,9.00,3.33,48065,115574
4452,1995,,9.00,3.33,48085,115618
4453,1996,,9.00,3.33,48105,115662
4454,1997,,9.00,3.33,48125,115706
4455,1998,,9.00,3.33,48145,115750
4456,1999,,9.00,3.33,48165,115794
4457,2000,,9.00,3.33,48185,115838
4458,2001,,9.00,3.33,48205,115882
4459,2002,,9.00,3.33,48225,115926
4460,2003,,9.00,3.33,48245,115970
4461,2004,,9.00,3.33,48265,116014
4462,2005,,9.00,3.33,48285,116058
4463,2006,,9.00,3.33,48305,116102
4464,2007,,9.00,3.33,48325,116146
4465,2008,,9.00,3.33,48345,116190
4466,2009,,9.00,3.33,48365,116234
4467,2010,,9.00,3.33,48385,116278
4468,2011,,9.00,3.33,48405,116322
4469,2012,,9.00,3.33,48425,116366
4470,2013,,9.00,3.33,48445,116410
4471,2014,,9.00,3.33,48465,116454
4472,2015,,9.00,3.33,48485,116498
4473,2016,,9.00,3.33,48505,116542
4474,2017,,9.00,3.33,48525,116586
4475,2018,,9.00,3.33,48545,116630
4476,2019,,9.00,3.33,48565,116674
4477,2020,,9.00,3.33,48585,116718
4478,2021,,9.00,3.33,48605,116762
4479,2022,,9.00,3.33,48625,116806
4480,2023,,9.00,3.33,48645,116850
4481,2024,,9.00,3.33,48665,116894
4482,2025,,9.00,3.33,48685,116938
4483,2026,,9.00,3.33,48705,116982
4484,2027,,9.00,3.33,48725,117026
4485,2028,,9.00,3.33,48745,117070
4486,2029,,9.00,3.33,48765,117114
4487,2030,,9.00,3.33,48785,117158
4488,2031,,9.00,3.33,48805,117202
4489,2032,,9.00,3.33,48825,117246
4490,2033,,9.00,3.33,48845,117290
4491,2034,,9.00,3.33,48865,117334
4492,2035,,9.00,3.33,48885,117378
4493,2036,,9.00,3.33,48905,117422
4494,2037,,9.00,3.33,48925,117466
4495,2038,,9.00,3.33,48945,117510
4496,2039,,9.00,3.33,48965,117554
4497,2040,,9.00,3.33,48985,117598
4498,2041,,9.00,3.33,49005,117642
4499,2042,,9.00,3.33,49025,117686
4500,2043,,9.00,3.33,49045,117730
4501,2044,,9.00,3.33,49065,117774
4502,2045,,9.00,3.33,49085,117818
4503,2046,,9.00,3.33,49105,117862
4504,2047,,9.00,3.33,49125,117906
4505,2048,,9.00,3.33,49145,117950
4506,2049,,9.00,3.33,49165,117994
4507,2050,,9.00,3.33,49185,118038
4508,2051,,9.00,3.33,49205,118082
4509,2052,,9.00,3.33,49225,118126
4510,2053,,9.00,3.33,49245,118170
4511,2054,,9.00,3.33,49265,118214
4512,2055,,9.00,3.33,49285,118258
4513,2056,,9.00,3.33,49305,118302
4514,2057,,9.00,3.33,49325,118346
4515,2058,,9.00,3.33,49345,118390
4516,2059,,9.00,3.33,49365,118434
4517,2060,,9.00,3.33,49385,118478
4518,2061,,9.00,3.33,49405,118522
4519,2062,,9.00,3.33,49425,118566
4520,2063,,9.00,3.33,49445,118610
4521,2064,,9.00,3.33,49465,118654
4522,2065,,9.00,3.33,49485,118698
4523,2066,,9.00,3.33,49505,118742
4524,2067,,9.00,3.33,49525,118786
4525,2068,,9.00,3.33,49545,118830
4526,2069,,9.00,3.33,49565,118874
4527,2070,,9.00,3.33,49585,118918
4528,2071,,9.00,3.33,49605,118962
4529,2072,,9.00,3.33,49625,119006
4530,2073,,9.00,3.33,49645,119050
4531,2074,,9.00,3.33,49665,119094
4532,2075,,9.00,3.33,49685,119138
4533,2076,,9.00,3.33,49705,119182
4534,2077,,9.00,3.33,49725,119226
4535,2078,,9.00,3.33,49745,119270
4536,2079,,9.00,3.33,49765,119314
4537,2080,,9.00,3.33,49785,119358
4538,2081,,9.00,3.33,49805,119402
4539,2082,,9.00,3.33,49825,119446
4540,2083,,9.00,3.33,49845,119490
4541,2084,,9.00,3.33,49865,119534
4542,2085,,9.00,3.33,49885,119578
4543,2086,,9.00,3.33,49905,119622
4544,2087,,9.00,3.33,49925,119666
4545,2088,,9.00,3.33,49945,119710
4546,2089,,9.00,3.33,49965,119754
4547,2090,,9.00,3.33,49985,119798
4548,2091,,9.00,3.33,50005,119842
4549,2092,,9.00,3.33,50025,119886
4550,2093,,9.00,3.33,50045,119930
4551,2094,,9.00,3.33,50065,119974
4552,2095,,9.00,3.33,50085,120018
4553,2096,,9.00,3.33,50105,120062
4554,2097,,9.00,3.33,50125,120106
4555,2098,,9.00,3.33,50145,120150
4556,2099,,9.00,3.33,50165,120194
4557,2100,,9.00,3.33,50185,120238
4558,2101,,9.00,3.33,50205,120282
4559,2102,,9.00,3.33,50225,120326
4560,2103,,9.00,3.33,50245,120370
4561,2104,,9.00,3.33,50265,120414
4562,2105,,9.00,3.33,50285,120458
4563,2106,,9.00,3.33,50305,120502
4564,2107,,9.00,3.33,50325,120546
4565,2108,,9.00,3.33,50345,120590
4566,2109,,9.00,3.33,50365,120634
4567,2110,,9.00,3.33,50385,120678
4568,2111,,9.00,3.33,50405,120722
4569,2112,,9.00,3.33,50425,120766
4570,2113,,9.00,3.33,50445,120810
4571,2114,,9.00,3.33,50465,120854
4572,2115,,9.00,3.33,50485,120898
4573,2116,,9.00,3.33,50505,120942
4574,2117,,9.00,3.33,50525,120986
4575,2118,,9.00,3.33,50545,121030
4576,2119,,9.00,3.33,50565,121074
4577,2120,,9.00,3.33,50585,121118
4578,2121,,9.00,3.33,50605,121162
4579,2122,,9.00,3.33,50625,121206
4580,2123,,9.00,3.33,50645,121250
4581,2124,,9.00,3.33,50665,121294
4582,2125,,9.00,3.33,50685,121338
4583,2126,,9.00,3.33,50705,121382
4584,2127,,9.00,3.33,50725,121426
4585,2128,,9.00,3.33,50745,121470
4586,2129,,9.00,3.33,50765,121514
4587,2130,,9.00,3.33,50785,121558
4588,2131,,9.00,3.33,50805,121602
4589,2132,,9.00,3.33,50825,121646
4590,2133,,9.00,3.33,50845,121690
4591,2134,,9.00,3.33,50865,121734
4592,2135,,9.00,3.33,50885,121778
4593,2136,,9.00,3.33,50905,121822
4594,2137,,9.00,3.33,50925,121866
4595,2138,,9.00,3.33,50945,121910
4596,2139,,9.00,3.33,50965,121954
4597,2140,,9.00,3.33,50985,121998
4598,2141,,9.00,3.33,51005,122042
4599,2142,,9.00,3.33,51025,122086
4600,2143,,9.00,3.33,51045,122130
4601,2144,,9.00,3.33,51065,122174
4602,2145,,9.00,3.33,51085,122218
4603,2146,,9.00,3.33,51105,122262
4604,2147,,9.00,3.33,51125,122306
4605,2148,,9.00,3.33,51145,122350
4606,2149,,9.00,3.33,51165,122394
4607,2150,,9.00,3.33,51185,122438
4608,2151,,9.00,3.33,51205,122482
4609,2152,,9.00,3.33,51225,122526
4610,2153,,9.00,3.33,51245,122570
4611,2154,,9.00,3.33,51265,122614
4612,2155,,9.00,3.33,51285,122658
4613,2156,,9.00,3.33,51305,122702
4614,2157,,9.00,3.33,51325,122746
4615,2158,,9.00,3.33,51345,122790
4616,2159,,9.00,3.33,51365,122834
4617,2160,,9.00,3.33,51385,122878
4618,2161,,9.00,3.33,51405,122922
4619,2162,,9.00,3.33,51425,122966
4620,2163,,9.00,3.33,51445,123010
4621,2164,,9.00,3.33,51465,123054
4622,2165,,9.00,3.33,51485,123098
4623,2166,,9.00,3.33,51505,123142
4624,2167,,9.00,3.33,51525,123186
4625,2168,,9.00,3.33,51545,123230
4626,2169,,9.00,3.33,51565,123274
4627,2170,,9.00,3.33,51585,123318
4628,2171,,9.00,3.33,51605,123362
4629,2172,,9.00,3.33,51625,123406
4630,2173,,9.00,3.33,51645,123450
4631,2174,,9.00,3.33,51665,123494
4632,2175,,9.00,3.33,51685,123538
4633,2176,,9.00,3.33,51705,123582
4634,2177,,9.00,3.33,51725,123626
4635,2178,,9.00,3.33,51745,123670
4636,2179,,9.00,3.33,51765,123714
4637,2180,,9.00,3.33,51785,123758
4638,2181,,9.00,3.33,51805,123802
4639,2182,,9.00,3.33,51825,123846
4640,2183,,9.00,3.33,51845,123890
4641,2184,,9.00,3.33,51865,123934
4642,2185,,9.00,3.33,51885,123978
4643,2186,,9.00,3.33,51905,124022
4644,2187,,9.00,3.33,51925,124066
4645,2188,,9.00,3.33,51945,124110
4646,2189,,9.00,3.33,51965,124154
4647,2190,,9.00,3.33,51985,124198
4648,2191,,9.00,3.33,52005,124242
4649,2192,,9.00,3.33,52025,124286
4650,2193,,9.00,3.33,52045,124330
4651,2194,,9.00,3.33,52065,124374
4652,2195,,9.00,3.33,52085,124418
4653,2196,,9.00,3.33,52105,124462
4654,2197,,9.00,3.33,52125,124506
4655,2198,,9.00,3.33,52145,124550
4656,2199,,9.00,3.33,52165,124594
4657,2200,,9.00,3.33,52185,124638
4658,2201,,9.00,3.33,52205,124682
4659,2202,,9.00,3.33,52225,124726
4660,2203,,9.00,3.33,52245,124770
4661,2204,,9.00,3.33,52265,124814
4662,2205,,9.00,3.33,52285,124858
4663,2206,,9.00,3.33,52305,124902
4664,2207,,9.00,3.33,52325,124946
4665,2208,,9.00,3.33,52345,124990
4666,2209,,9.00,3.33,52365,125034
4667,2210,,9.00,3.33,52385,125078
4668,2211,,9.00,3.33,52405,125122
4669,2212,,9.00,3.33,52425,125166
4670,2213,,9.00,3.33,52445,125210
4671,2214,,9.00,3.33,52465,125254
4672,2215,,9.00,3.33,52485,125298
4673,2216,,9.00,3.33,52505,125342
4674,2217,,9.00,3.33,52525,125386
4675,2218,,9.00,3.33,52545,125430
4676,2219,,9.00,3.33,52565,125474
4677,2220,,9.00,3.33,52585,125518
4678,2221,,9.00,3.33,52605,125562
4679,2222,,9.00,3.33,52625,125606
4680,2223,,9.00,3.33,52645,125650
4681,2224,,9.00,3.33,52665,125694
4682,2225,,9.00,3.33,52685,125738
4683,2226,,9.00,3.33,52705,125782
4684,2227,,9.00,3.33,52725,125826
4685,2228,,9.00,3.33,52745,125870
4686,2229,,9.00,3.33,52765,125914
4687,2230,,9.00,3.33,52785,125958
4688,2231,,9.00,3.33,52805,126002
4689,2232,,9.00,3.33,52825,126046
4690,2233,,9.00,3.33,52845,126090
4691,2234,,9.00,3.33,52865,126134
4692,2235,,9.00,3.33,52885,126178
4693,2236,,9.00,3.33,52905,126222
4694,2237,,9.00,3.33,52925,126266
4695,2238,,9.00,3.33,52945,126310
4696,2239,,9.00,3.33,52965,126354
4697,2240,,9.00,3.33,52985,126398
4698,2241,,9.00,3.33,53005,126442
4699,2242,,9.00,3.33,53025,126486
4700,2243,,9.00,3.33,53045,126530
4701,2244,,9.00,3.33,53065,126574
4702,2245,,9.00,3.33,53085,126618
4703,2246,,9.00,3.33,53105,126662
4704,2247,,9.00,3.33,53125,126706
4705,2248,,9.00,3.33,53145,126750
4706,2249,,9.00,3.33,53165,126794
4707,2250,,9.00,3.33,53185,126838
4708,2251,,9.00,3.33,53205,126882
4709,2252,,9.00,3.33,53225,126926
4710,2253,,9.00,3.33,53245,126970
4711,2254,,8.75,3.43,52998,118663
4712,2255,,8.67,3.46,53036,116085
4713,2256,,8.67,3.46,53056,116126
4714,2257,,8.67,3.46,50922,112720
4715,2258,,8.67,3.46,50942,112761
4716,2259,,8.67,3.46,50958,112797
4717,2260,,8.67,3.46,50978,112838
4718,2261,,8.67,3.46,50998,112879
4719,2262,,8.67,3.46,51018,112920
4720,2263,,8.67,3.46,51038,112961
4721,2264,,8.67,3.46,51058,113002
4722,2265,,8.67,3.46,51078,113043
4723,2266,,8.67,3.46,51098,113084
4724,2267,,8.50,3.53,51529,108522
4725,2268,,8.50,3.53,51549,108562
4726,2269,,8.50,3.53,51569,108601
4727,2270,,8.50,3.53,51589,108641
4728,2271,,8.50,3.53,51609,108680
4729,2272,,8.50,3.53,51629,108720
4730,2273,,8.50,3.53,51649,108759
4731,2274,,8.50,3.53,51667,108795
4732,2275,,8.50,3.53,51687,108834
4733,2276,,8.50,3.53,51707,108874
4734,2277,,8.50,3.53,51727,108913
4735,2278,,8.50,3.53,51747,108953
4736,2279,,8.50,3.53,51767,108992
4737,2280,,8.50,3.53,51787,109032
4738,2281,,8.50,3.53,51807,109071
4739,2282,,8.50,3.53,51827,109111
4740,2283,,8.50,3.53,51850,109128
4741,2284,,8.50,3.53,51867,109163
4742,2285,,8.50,3.53,51887,109203
4743,2286,,8.50,3.53,51907,109242
4744,2287,,8.50,3.53,51927,109282
4745,2288,,8.50,3.53,51947,109321
4746,2289,,8.50,3.53,51967,109361
4747,2290,,8.50,3.53,51987,109400
4748,2291,,8.50,3.53,52007,109440
4749,2292,,8.50,3.53,52027,109479
4750,2293,,8.50,3.53,52047,109519
4751,2294,,8.50,3.53,52065,109554
4752,2295,,8.50,3.53,52085,109594
4753,2296,,8.50,3.53,52105,109633
4754,2297,,8.50,3.53,52125,109673
4755,2298,,8.50,3.53,52145,109712
4756,2299,,8.50,3.53,52165,109752
4757,2300,,8.50,3.53,52185,109791
4758,2301,,8.50,3.53,52205,109831
4759,2302,,8.50,3.53,52225,109870
4760,2303,,8.50,3.53,52245,109910
4761,2304,,8.50,3.53,52262,109945
4762,2305,,8.50,3.53,52282,109985
4763,2306,,8.50,3.53,52302,110024
4764,2307,,8.50,3.53,52322,110064
4765,2308,,8.50,3.53,52342,110103
4766,2309,,8.50,3.53,52362,110143
4767,2310,,8.50,3.53,52382,110182
4768,2311,,8.50,3.53,52402,110222
4769,2312,,8.50,3.53,52422,110261
4770,2313,,8.50,3.53,52437,110293
4771,2314,,8.50,3.53,52457,110333
4772,2315,,8.50,3.53,52477,110372
4773,2316,,8.50,3.53,52497,110412
4774,2317,,8.50,3.53,52517,110451
4775,2318,,8.50,3.53,52537,110491
4776,2319,,8.50,3.53,52557,110530
4777,2320,,8.50,3.53,52577,110570
4778,2321,,8.50,3.53,52597,110609
4779,2322,,8.50,3.53,52617,110649
4780,2323,,8.50,3.53,52635,110684
4781,2324,,8.50,3.53,52655,110724
4782,2325,,8.50,3.53,52675,110763
4783,2326,,8.50,3.53,52695,110803
4784,2327,,8.50,3.53,52715,110842
4785,2328,,8.50,3.53,52735,110882
4786,2329,,8.50,3.53,52755,110921
4787,2330,,8.50,3.53,52775,110961
4788,2331,,8.50,3.53,52795,111000
4789,2332,,8.50,3.53,52815,111040
4790,2333,,8.50,3.53,52832,111075
4791,2334,,8.50,3.53,52852,111115
4792,2335,,8.50,3.53,52872,111154
4793,2336,,8.50,3.53,52892,111194
4794,2337,,8.50,3.53,52912,111233
4795,2338,,8.50,3.53,52932,111273
4796,2339,,8.50,3.53,52952,111312
4797,2340,,8.50,3.53,52972,111352
4798,2341,,8.50,3.53,52992,111391
4799,2342,,8.50,3.53,53012,111431
4800,2343,,8.50,3.53,53030,111466
4801,2344,,8.50,3.53,53050,111506
4802,2345,,8.50,3.53,53070,111545
4803,2346,,8.50,3.53,53090,111585
4804,2347,,8.50,3.53,53110,111624
4805,2348,,8.50,3.53,53130,111664
4806,2349,,8.50,3.53,53150,111703
4807,2350,,8.50,3.53,53170,111743
4808,2351,,8.50,3.53,53190,111782
4809,2352,,8.50,3.53,53210,111822
4810,2353,,8.50,3.53,53227,111857
4811,2354,,8.50,3.53,53247,111897
4812,2355,,8.50,3.53,53267,111936
4813,2356,,8.50,3.53,53287,111976
4814,2357,,8.50,3.53,53307,112015
4815,2358,,8.50,3.53,53327,112055
4816,2359,,8.50,3.53,53347,112094
4817,2360,,8.50,3.53,53367,112134
4818,2361,,8.50,3.53,53387,112173
4819,2362,,8.50,3.53,53407,112213
4820,2363,,8.50,3.53,53425,112248
4821,2364,,8.50,3.53,53445,112288
4822,2365,,8.50,3.53,53465,112327
4823,2366,,8.50,3.53,53485,112367
4824,2367,,8.50,3.53,53505,112406
4825,2368,,8.50,3.53,53525,112446
4826,2369,,8.50,3.53,53545,112485
4827,2370,,8.50,3.53,53565,112525
4828,2371,,8.50,3.53,53585,112564
4829,2372,,8.50,3.53,53605,112604
4830,2373,,8.50,3.53,53622,112639
4831,2374,,8.50,3.53,53642,112679
4832,2375,,8.50,3.53,53662,112718
4833,2376,,8.50,3.53,53682,112758
4834,2377,,8.50,3.53,53702,112797
4835,2378,,8.50,3.53,53722,112837
4836,2379,,8.50,3.53,53742,112876
4837,2380,,8.50,3.53,53762,112916
4838,2381,,8.50,3.53,53782,112955
4839,2382,,8.50,3.53,53802,112995
4840,2383,,8.50,3.53,53820,113030
4841,2384,,8.50,3.53,53840,113070
4842,2385,,8.50,3.53,53860,113109
4843,2386,,8.50,3.53,53880,113149
4844,2387,,8.50,3.53,53900,113188
4845,2388,,8.33,3.6,52144,105359
4846,2389,,8.33,3.6,54357,108466
4847,2390,,8.33,3.6,54377,108504
4848,2391,,8.33,3.6,54397,108542
4849,2392,,8.33,3.6,54417,108580
4850,2393,,8.33,3.6,54437,108618
4851,2394,,8.33,3.6,54457,108656
4852,2395,,8.33,3.6,54477,108694
4853,2396,,8.33,3.6,54497,108732
4854,2397,,8.33,3.6,54515,108768
4855,2398,,8.33,3.6,54535,108806
4856,2399,,8.33,3.6,54555,108844
4857,2400,,8.25,3.64,52152,102791
4858,2401,9,8.00,3.75,52145,94724
4859,2402,9,8.00,3.75,52165,94759
4860,2403,9,8.00,3.75,52185,94794
4861,2404,9,8.00,3.75,52200,94822
4862,2405,9,8.00,3.75,52220,94857
4863,2406,9,8.00,3.75,52240,94892
4864,2407,9,8.00,3.75,52260,94927
4865,2408,9,8.00,3.75,52280,94962
4866,2409,9,8.00,3.75,52300,94997
4867,2410,9,8.00,3.75,52320,95032
4868,2411,9,8.00,3.75,52340,95067
4869,2412,9,8.00,3.75,52360,95102
4870,2413,9,8.00,3.75,52375,95130
4871,2414,9,8.00,3.75,52395,95165
4872,2415,9,8.00,3.75,52415,95200
4873,2416,9,8.00,3.75,52435,95235
4874,2417,,8.00,3.75,52455,95270
4875,2418,,8.00,3.75,52475,95305
4876,2419,,8.00,3.75,52495,95340
4877,2420,,8.00,3.75,52515,95375
4878,2421,,8.00,3.75,52530,95403
4879,2422,,8.00,3.75,52550,95438
4880,2423,,8.00,3.75,52570,95473
4881,2424,,8.00,3.75,52590,95508
4882,2425,,8.00,3.75,52610,95543
4883,2426,,8.00,3.75,52630,95578
4884,2427,,8.00,3.75,52650,95613
4885,2428,,8.00,3.75,52670,95648
4886,2429,,8.00,3.75,52690,95683
4887,2430,,8.00,3.75,52705,95711
4888,2431,,8.00,3.75,52725,95746
4889,2432,,8.00,3.75,52745,95781
4890,2433,,8.00,3.75,52765,95816
4891,2434,,8.00,3.75,52785,95851
4892,2435,,8.00,3.75,52805,95886
4893,2436,,8.00,3.75,52825,95921
4894,2437,,8.00,3.75,52845,95956
4895,2438,,8.00,3.75,52865,95991
4896,2439,,8.00,3.75,52880,96019
4897,2440,,8.00,3.75,52900,96054
4898,2441,,8.00,3.75,52920,96089
4899,2442,,8.00,3.75,52940,96124
4900,2443,,8.00,3.75,52960,96159
4901,2444,,8.00,3.75,52980,96194
4902,2445,,8.00,3.75,53000,96229
4903,2446,,8.00,3.75,53020,96264
4904,2447,,8.00,3.75,53040,96299
4905,2448,,8.00,3.75,53055,96327
4906,2449,,8.00,3.75,53075,96362
4907,2450,,8.00,3.75,53095,96397
4908,2451,,8.00,3.75,53115,96432
4909,2452,,8.00,3.75,53135,96467
4910,2453,,8.00,3.75,53155,96502
4911,2454,,8.00,3.75,53175,96537
4912,2455,,8.00,3.75,53195,96572
4913,2456,,8.00,3.75,53215,96607
4914,2457,,8.00,3.75,53230,96635
4915,2458,,8.00,3.75,53250,96670
4916,2459,,8.00,3.75,53270,96705
4917,2460,,8.00,3.75,53290,96740
4918,2461,,8.00,3.75,53310,96775
4919,2462,,8.00,3.75,53330,96810
4920,2463,,8.00,3.75,53350,96845
4921,2464,,8.00,3.75,53370,96880
4922,2465,,8.00,3.75,53390,96915
4923,2466,,8.00,3.75,53405,96943
4924,2467,,8.00,3.75,53425,96978
4925,2468,,8.00,3.75,53445,97013
4926,2469,,8.00,3.75,53465,97048
4927,2470,,8.00,3.75,53485,97083
4928,2471,,8.00,3.75,53505,97118
4929,2472,,8.00,3.75,53525,97153
4930,2473,,8.00,3.75,53545,97188
4931,2474,,8.00,3.75,53565,97223
4932,2475,,8.00,3.75,53580,97251
4933,2476,,8.00,3.75,53600,97286
4934,2477,,8.00,3.75,53620,97321
4935,2478,,8.00,3.75,53640,97356
4936,2479,,8.00,3.75,53660,97391
4937,2480,,8.00,3.75,53680,97426
4938,2481,,8.00,3.75,53700,97461
4939,2482,,8.00,3.75,53720,97496
4940,2483,,8.00,3.75,53740,97531
4941,2484,,8.00,3.75,53755,97559
4942,2485,,8.00,3.75,53775,97594
4943,2486,,8.00,3.75,53795,97629
4944,2487,,8.00,3.75,53815,97664
4945,2488,,8.00,3.75,53835,97699
4946,2489,,8.00,3.75,53855,97734
4947,2490,,8.00,3.75,53875,97769
4948,2491,,8.00,3.75,53895,97804
4949,2492,,8.00,3.75,53915,97839
4950,2493,,8.00,3.75,53930,97867
4951,2494,,8.00,3.75,53950,97902
4952,2495,,8.00,3.75,53970,97937
4953,2496,,8.00,3.75,53990,97972
4954,2497,,8.00,3.75,54010,98007
4955,2498,,8.00,3.75,54030,98042
4956,2499,,8.00,3.75,54050,98077
4957,2500,,8.00,3.75,54070,98112
4958,2501,,8.00,3.75,54090,98147
4959,2502,,8.00,3.75,54105,98175
4960,2503,,8.00,3.75,54125,98210
4961,2504,,8.00,3.75,54145,98245
4962,2505,,8.00,3.75,54165,98280
4963,2506,,8.00,3.75,54185,98315
4964,2507,,8.00,3.75,54205,98350
4965,2508,,8.00,3.75,54225,98385
4966,2509,,8.00,3.75,54245,98420
4967,2510,,8.00,3.75,54265,98455
4968,2511,,8.00,3.75,54280,98483
4969,2512,,8.00,3.75,54300,98518
4970,2513,,8.00,3.75,54320,98553
4971,2514,,8.00,3.75,54340,98588
4972,2515,,8.00,3.75,54360,98623
4973,2516,,8.00,3.75,54380,98658
4974,2517,,8.00,3.75,54400,98693
4975,2518,,8.00,3.75,54420,98728
4976,2519,,8.00,3.75,54440,98763
4977,2520,,8.00,3.75,54455,98791
4978,2521,,8.00,3.75,54475,98826
4979,2522,,8.00,3.75,54495,98861
4980,2523,,8.00,3.75,54515,98896
4981,2524,,8.00,3.75,54535,98931
4982,2525,,8.00,3.75,54555,98966
4983,2526,,8.00,3.75,54575,99001
4984,2527,,8.00,3.75,54595,99036
4985,2528,,8.00,3.75,54615,99071
4986,2529,,8.00,3.75,54630,99099
4987,2530,,8.00,3.75,54650,99134
